WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
14,Indian Wells,BNP Paribas Open,3/9/24,WTA1000,Outdoor,Hard,2nd Round,3,Raducanu E.,Yastremska D.,250,31,301,1577,4,0,,,,,0,0,Retired,1.62,2.3,1.61,2.44,1.65,2.48,1.59,2.36
14,Indian Wells,BNP Paribas Open,3/9/24,WTA1000,Outdoor,Hard,2nd Round,3,Sakkari M.,Shnaider D.,9,74,3565,963,5,7,6,4,6,0,2,1,Completed,1.5,2.63,1.5,2.74,1.54,2.75,1.49,2.64
14,Indian Wells,BNP Paribas Open,3/9/24,WTA1000,Outdoor,Hard,2nd Round,3,Mertens E.,Wang Xin.,28,42,1646,1346,6,1,6,4,,,2,0,Completed,1.8,2,1.89,2,1.89,2.2,1.81,2.01
14,Indian Wells,BNP Paribas Open,3/9/24,WTA1000,Outdoor,Hard,2nd Round,3,Garcia C.,Tomova V.,26,75,1920,949,6,1,3,6,6,3,2,1,Completed,1.5,2.63,1.52,2.68,1.53,2.75,1.49,2.61
14,Indian Wells,BNP Paribas Open,3/9/24,WTA1000,Outdoor,Hard,2nd Round,3,Blinkova A.,Pegula J.,45,5,1270,5145,6,2,3,6,6,3,2,1,Completed,4.5,1.2,4.47,1.24,5,1.27,4.38,1.21
14,Indian Wells,BNP Paribas Open,3/9/24,WTA1000,Outdoor,Hard,2nd Round,3,Stephens S.,Cirstea S.,44,22,1297,2223,6,0,7,5,,,2,0,Completed,2,1.8,2.23,1.72,2.23,1.8,2.12,1.73
14,Indian Wells,BNP Paribas Open,3/9/24,WTA1000,Outdoor,Hard,2nd Round,3,Dolehide C.,Azarenka V.,51,30,1200,1591,7,5,2,6,6,3,2,1,Completed,4.5,1.2,4.5,1.24,4.5,1.26,4.25,1.22
14,Indian Wells,BNP Paribas Open,3/9/24,WTA1000,Outdoor,Hard,2nd Round,3,Osaka N.,Samsonova L.,287,15,258,2605,7,5,6,3,,,2,0,Completed,1.91,1.91,1.91,1.98,1.95,1.98,1.89,1.92
14,Indian Wells,BNP Paribas Open,3/10/24,WTA1000,Outdoor,Hard,2nd Round,3,Svitolina E.,Siniakova K.,17,41,2332,1352,6,3,2,6,6,1,2,1,Completed,1.44,2.75,1.52,2.71,1.55,2.75,1.49,2.63
14,Indian Wells,BNP Paribas Open,3/10/24,WTA1000,Outdoor,Hard,2nd Round,3,Sabalenka A.,Stearns P.,2,64,8725,1046,6,7,6,2,7,6,2,1,Completed,1.08,8,1.08,9.46,1.13,10.13,1.08,8.05
14,Indian Wells,BNP Paribas Open,3/10/24,WTA1000,Outdoor,Hard,2nd Round,3,Navarro E.,Tsurenko L.,23,37,1998,1447,4,6,7,5,7,5,2,1,Completed,1.5,2.63,1.45,2.95,1.52,2.95,1.45,2.78
14,Indian Wells,BNP Paribas Open,3/10/24,WTA1000,Outdoor,Hard,2nd Round,3,Yuan Y.,Zheng Q.,49,8,1241,4040,6,4,6,3,,,2,0,Completed,4,1.25,3.99,1.28,4,1.35,3.78,1.27
14,Indian Wells,BNP Paribas Open,3/10/24,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Noskova L.,1,29,10105,1613,6,4,6,0,,,2,0,Completed,1.13,6,1.12,7.73,1.14,7.73,1.12,6.36
14,Indian Wells,BNP Paribas Open,3/10/24,WTA1000,Outdoor,Hard,3rd Round,3,Putintseva Y.,Keys M.,79,20,898,2287,6,4,6,1,,,2,0,Completed,2.1,1.73,2.18,1.77,2.19,1.8,2.12,1.73
14,Indian Wells,BNP Paribas Open,3/10/24,WTA1000,Outdoor,Hard,3rd Round,3,Paolini J.,Kalinskaya A.,14,25,2700,1943,6,3,3,6,6,4,2,1,Completed,2.3,1.62,2.44,1.63,2.45,1.65,2.33,1.61
14,Indian Wells,BNP Paribas Open,3/10/24,WTA1000,Outdoor,Hard,3rd Round,3,Potapova A.,Podoroska N.,33,84,1557,852,6,1,6,1,,,2,0,Completed,1.3,3.5,1.33,3.68,1.33,3.78,1.3,3.53
14,Indian Wells,BNP Paribas Open,3/10/24,WTA1000,Outdoor,Hard,3rd Round,3,Kerber A.,Kudermetova V.,607,19,71,2305,6,4,7,5,,,2,0,Completed,2.38,1.57,2.4,1.65,2.47,1.65,2.37,1.59
14,Indian Wells,BNP Paribas Open,3/11/24,WTA1000,Outdoor,Hard,3rd Round,3,Wozniacki C.,Volynets K.,204,131,373,582,6,2,4,6,6,0,2,1,Completed,1.53,2.5,1.52,2.74,1.6,2.77,1.51,2.59
14,Indian Wells,BNP Paribas Open,3/11/24,WTA1000,Outdoor,Hard,3rd Round,3,Pavlyuchenkova A.,Haddad Maia B.,24,13,1981,2870,2,6,6,4,6,3,2,1,Completed,1.57,2.38,1.59,2.53,1.62,2.53,1.57,2.42
14,Indian Wells,BNP Paribas Open,3/11/24,WTA1000,Outdoor,Hard,3rd Round,3,Kostyuk M.,Vondrousova M.,32,7,1566,4070,,,,,,,,,Walkover,2.5,1.53,2.6,1.56,2.75,1.57,2.54,1.52
14,Indian Wells,BNP Paribas Open,3/11/24,WTA1000,Outdoor,Hard,3rd Round,3,Gauff C.,Bronzetti L.,3,53,6975,1192,6,2,7,6,,,2,0,Completed,1.11,6.5,1.12,7.82,1.13,8.18,1.1,7.08
14,Indian Wells,BNP Paribas Open,3/11/24,WTA1000,Outdoor,Hard,3rd Round,3,Yuan Y.,Dolehide C.,49,51,1241,1200,1,6,6,4,7,6,2,1,Completed,1.44,2.75,1.52,2.69,1.54,2.75,1.5,2.6
14,Indian Wells,BNP Paribas Open,3/11/24,WTA1000,Outdoor,Hard,3rd Round,3,Sabalenka A.,Raducanu E.,2,250,8725,301,6,3,7,5,,,2,0,Completed,1.17,5,1.23,4.76,1.23,5.05,1.2,4.6
14,Indian Wells,BNP Paribas Open,3/11/24,WTA1000,Outdoor,Hard,3rd Round,3,Kasatkina D.,Stephens S.,12,44,3063,1297,2,6,6,4,6,4,2,1,Completed,1.73,2.1,1.89,2.02,1.89,2.12,1.8,2.02
14,Indian Wells,BNP Paribas Open,3/11/24,WTA1000,Outdoor,Hard,3rd Round,3,Mertens E.,Osaka N.,28,287,1646,258,7,5,6,4,,,2,0,Completed,2.38,1.57,2.28,1.71,2.38,1.71,2.25,1.65
14,Indian Wells,BNP Paribas Open,3/11/24,WTA1000,Outdoor,Hard,3rd Round,3,Parry D.,Blinkova A.,61,45,1098,1270,6,4,6,3,,,2,0,Completed,2.1,1.73,2.09,1.83,2.25,1.83,2.08,1.76
14,Indian Wells,BNP Paribas Open,3/12/24,WTA1000,Outdoor,Hard,3rd Round,3,Sakkari M.,Garcia C.,9,26,3565,1920,6,3,6,4,,,2,0,Completed,1.53,2.5,1.6,2.52,1.6,2.52,1.56,2.44
14,Indian Wells,BNP Paribas Open,3/12/24,WTA1000,Outdoor,Hard,3rd Round,3,Navarro E.,Svitolina E.,23,17,1998,2332,6,1,4,6,6,3,2,1,Completed,2.2,1.67,2.31,1.68,2.32,1.7,2.24,1.65
14,Indian Wells,BNP Paribas Open,3/12/24,WTA1000,Outdoor,Hard,4th Round,3,Potapova A.,Paolini J.,33,14,1557,2700,7,5,0,6,6,3,2,1,Completed,2.2,1.67,2.14,1.79,2.22,1.81,2.13,1.72
14,Indian Wells,BNP Paribas Open,3/12/24,WTA1000,Outdoor,Hard,4th Round,3,Kostyuk M.,Pavlyuchenkova A.,32,24,1566,1981,6,4,6,1,,,2,0,Completed,2.2,1.67,2.26,1.72,2.36,1.73,2.19,1.69
14,Indian Wells,BNP Paribas Open,3/13/24,WTA1000,Outdoor,Hard,4th Round,3,Wozniacki C.,Kerber A.,204,607,373,71,6,4,6,2,,,2,0,Completed,1.73,2.1,1.76,2.2,1.81,2.21,1.73,2.12
14,Indian Wells,BNP Paribas Open,3/13/24,WTA1000,Outdoor,Hard,4th Round,3,Swiatek I.,Putintseva Y.,1,79,10105,898,6,1,6,2,,,2,0,Completed,1.03,15,1.05,16.23,1.05,16.23,1.04,12.45
14,Indian Wells,BNP Paribas Open,3/13/24,WTA1000,Outdoor,Hard,4th Round,3,Navarro E.,Sabalenka A.,23,2,1998,8725,6,3,3,6,6,2,2,1,Completed,4.5,1.2,4.41,1.25,4.54,1.25,4.3,1.22
14,Indian Wells,BNP Paribas Open,3/13/24,WTA1000,Outdoor,Hard,4th Round,3,Gauff C.,Mertens E.,3,28,6975,1646,6,0,6,2,,,2,0,Completed,1.29,3.75,1.34,3.57,1.35,3.92,1.3,3.56
14,Indian Wells,BNP Paribas Open,3/13/24,WTA1000,Outdoor,Hard,4th Round,3,Sakkari M.,Parry D.,9,61,3565,1098,6,2,3,6,6,3,2,1,Completed,1.4,3,1.42,3.1,1.44,3.14,1.4,2.97
14,Indian Wells,BNP Paribas Open,3/14/24,WTA1000,Outdoor,Hard,4th Round,3,Yuan Y.,Kasatkina D.,49,12,1241,3063,4,6,6,4,6,3,2,1,Completed,2.5,1.53,2.58,1.57,2.62,1.61,2.48,1.54
14,Indian Wells,BNP Paribas Open,3/14/24,WTA1000,Outdoor,Hard,Quarterfinals,3,Kostyuk M.,Potapova A.,32,33,1566,1557,6,0,7,5,,,2,0,Completed,1.67,2.2,1.66,2.34,1.7,2.37,1.66,2.24
14,Indian Wells,BNP Paribas Open,3/14/24,WTA1000,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Wozniacki C.,1,204,10105,373,6,4,1,0,,,1,0,Retired,1.08,8,1.08,9.31,1.1,10.44,1.08,8.55
14,Indian Wells,BNP Paribas Open,3/14/24,WTA1000,Outdoor,Hard,Quarterfinals,3,Gauff C.,Yuan Y.,3,49,6975,1241,6,4,6,3,,,2,0,Completed,1.14,5.5,1.18,5.63,1.19,6.1,1.16,5.34
14,Indian Wells,BNP Paribas Open,3/15/24,WTA1000,Outdoor,Hard,Quarterfinals,3,Sakkari M.,Navarro E.,9,23,3565,1998,5,7,6,2,6,4,2,1,Completed,2.1,1.73,2.17,1.76,2.2,1.8,2.09,1.75
14,Indian Wells,BNP Paribas Open,3/15/24,WTA1000,Outdoor,Hard,Semifinals,3,Swiatek I.,Kostyuk M.,1,32,10105,1566,6,2,6,1,,,2,0,Completed,1.1,7,1.13,7.29,1.13,9.17,1.11,6.83
14,Indian Wells,BNP Paribas Open,3/16/24,WTA1000,Outdoor,Hard,Semifinals,3,Sakkari M.,Gauff C.,9,3,3565,6975,6,4,6,7,6,2,2,1,Completed,3.4,1.33,3.64,1.33,3.64,1.37,3.32,1.34
14,Indian Wells,BNP Paribas Open,3/17/24,WTA1000,Outdoor,Hard,The Final,3,Swiatek I.,Sakkari M.,1,9,10105,3565,6,4,6,0,,,2,0,Completed,1.2,4.5,1.17,5.8,1.21,5.8,1.18,5.07
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Wang Xin.,Baptiste H.,43,96,1316,744,7,6,6,3,,,2,0,Completed,1.67,2.2,1.73,2.22,1.73,2.32,1.68,2.18
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Yuan Y.,Blinkova A.,37,44,1436,1300,6,4,6,2,,,2,0,Completed,1.67,2.2,1.74,2.2,1.74,2.22,1.69,2.16
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Stearns P.,Wang Y.,67,64,1046,1060,6,2,6,3,,,2,0,Completed,1.8,2,1.81,2.09,1.82,2.1,1.78,2.03
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Saville D.,Zhang S.,115,711,661,49,6,4,2,6,6,4,2,1,Completed,1.25,4,1.23,4.67,1.26,4.67,1.22,4.17
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Tauson C.,Dolehide C.,91,50,793,1245,6,3,3,6,6,2,2,1,Completed,1.5,2.63,1.53,2.63,1.63,2.63,1.53,2.47
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Shnaider D.,Williams V.,62,457,1076,122,6,3,6,3,,,2,0,Completed,1.14,5.5,1.13,6.84,1.16,6.84,1.13,5.88
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Siegemund L.,Krunic A.,90,626,795,66,4,6,6,2,6,2,2,1,Completed,1.2,4.5,1.24,4.5,1.26,4.6,1.22,4.22
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Siniakova K.,Bogdan A.,42,66,1352,1054,6,2,6,4,,,2,0,Completed,1.5,2.63,1.51,2.72,1.53,2.72,1.49,2.6
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Wozniacki C.,Burel C.,129,45,588,1287,6,1,6,4,,,2,0,Completed,1.57,2.38,1.57,2.55,1.66,2.55,1.59,2.35
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Townsend T.,Bronzetti L.,72,49,974,1247,3,6,6,3,6,4,2,1,Completed,1.53,2.5,1.61,2.46,1.62,2.51,1.57,2.39
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Fruhvirtova B.,Carle M.,105,100,704,726,6,3,6,3,,,2,0,Completed,1.44,2.75,1.52,2.68,1.53,2.8,1.48,2.65
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Wang Xiy.,Schmiedlova A.,56,69,1174,983,6,1,6,3,,,2,0,Completed,1.36,3.2,1.41,3.12,1.41,3.2,1.37,3.05
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Badosa P.,Halep S.,80,N/A,906,N/A,1,6,6,4,6,3,2,1,Completed,2,1.8,2.23,1.72,2.23,1.83,2.08,1.74
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Tsurenko L.,Linette M.,40,55,1387,1190,2,6,6,1,6,4,2,1,Completed,1.57,2.38,1.65,2.37,1.65,2.45,1.6,2.32
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Putintseva Y.,Bucsa C.,68,74,1008,965,6,2,3,6,6,4,2,1,Completed,1.44,2.75,1.49,2.8,1.49,3.15,1.44,2.76
15,Miami,Miami Open,3/19/24,WTA1000,Outdoor,Hard,1st Round,3,Parry D.,Cristian J.,54,82,1200,884,7,6,6,2,,,2,0,Completed,1.4,3,1.47,2.88,1.5,3,1.45,2.75
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Zhu L.,Bouzkova M.,63,39,1072,1404,6,2,6,4,,,2,0,Completed,2.63,1.5,2.57,1.56,2.63,1.56,2.5,1.53
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Giorgi C.,Frech M.,107,47,691,1270,6,4,6,2,,,2,0,Completed,2.1,1.73,2.1,1.81,2.12,1.81,2.05,1.76
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Avanesyan E.,Andreeva E.,65,94,1059,767,6,0,3,6,6,1,2,1,Completed,3,1.4,3.12,1.41,3.25,1.44,2.97,1.39
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Timofeeva M.,Gracheva V.,99,83,726,876,6,3,6,3,,,2,0,Completed,1.4,3,1.37,3.33,1.4,3.4,1.37,3.1
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Stephens S.,Kerber A.,41,342,1352,191,6,2,6,3,,,2,0,Completed,1.67,2.2,1.63,2.42,1.69,2.42,1.64,2.23
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Liu C.,Martic P.,114,60,662,1143,6,4,6,1,,,2,0,Completed,2.2,1.67,2.38,1.64,2.38,1.67,2.28,1.62
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Arango E.,Maria T.,123,48,635,1270,6,2,6,3,,,2,0,Completed,2.63,1.5,2.68,1.53,2.75,1.54,2.61,1.49
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Collins D.,Pera B.,53,81,1205,906,3,6,6,1,6,1,2,1,Completed,1.25,4,1.26,4.2,1.28,4.25,1.25,3.93
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Rogers S.,Fruhvirtova L.,325,138,208,536,4,6,6,4,6,2,2,1,Completed,2,1.8,2.08,1.82,2.08,1.85,2,1.8
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Rus A.,Sorribes Tormo S.,57,52,1174,1218,6,0,6,3,,,2,0,Completed,2.1,1.73,2.03,1.86,2.1,1.86,2.03,1.78
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Tomova V.,Korpatsch T.,73,77,969,928,6,2,6,4,,,2,0,Completed,1.57,2.38,1.58,2.52,1.59,2.52,1.55,2.43
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Podoroska N.,Krueger A.,78,75,919,963,6,4,6,2,,,2,0,Completed,2.75,1.44,2.72,1.51,2.9,1.51,2.72,1.45
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Vekic D.,Pliskova Ka.,34,46,1518,1282,6,4,2,6,6,2,2,1,Completed,2.2,1.67,2.16,1.77,2.22,2.02,2.13,1.71
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Volynets K.,Kenin S.,121,58,637,1164,6,2,4,6,6,3,2,1,Completed,1.91,1.91,1.87,2.02,1.91,2.02,1.86,1.93
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Hunter S.,Trevisan M.,122,61,636,1084,6,3,3,0,,,1,0,Retired,1.5,2.63,1.53,2.66,1.56,2.66,1.51,2.54
15,Miami,Miami Open,3/20/24,WTA1000,Outdoor,Hard,1st Round,3,Osaka N.,Cocciaretto E.,229,51,323,1238,6,3,6,4,,,2,0,Completed,1.5,2.63,1.52,2.7,1.54,2.81,1.48,2.62
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Boulter K.,Fruhvirtova B.,30,105,1690,704,7,6,1,0,,,1,0,Retired,1.53,2.5,1.53,2.67,1.57,2.67,1.52,2.5
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Townsend T.,Mertens E.,72,28,974,1756,6,2,6,2,,,2,0,Completed,2.5,1.53,2.46,1.61,2.58,1.61,2.41,1.56
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Haddad Maia B.,Parry D.,13,54,2870,1200,3,6,6,1,6,4,2,1,Completed,1.62,2.3,1.63,2.42,1.64,2.5,1.59,2.35
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Minnen G.,Tsurenko L.,79,40,908,1387,7,5,6,1,,,2,0,Completed,2.3,1.62,2.59,1.56,2.59,1.63,2.41,1.56
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Kalinina A.,Wozniacki C.,36,129,1483,588,5,7,7,5,6,4,2,1,Completed,3.2,1.36,3.3,1.38,3.3,1.4,3.11,1.36
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Kalinskaya A.,Wang Xiy.,25,56,1973,1174,6,2,6,2,,,2,0,Completed,1.44,2.75,1.52,2.7,1.52,2.78,1.48,2.61
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Sakkari M.,Yuan Y.,9,37,3825,1436,6,2,6,2,,,2,0,Completed,1.44,2.75,1.44,2.99,1.46,2.99,1.43,2.79
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Putintseva Y.,Samsonova L.,68,15,1008,2605,6,1,4,6,6,3,2,1,Completed,2.63,1.5,2.77,1.5,2.77,1.5,2.65,1.48
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Yastremska D.,Saville D.,33,115,1577,661,7,5,7,5,,,2,0,Completed,2.1,1.73,2.14,1.78,2.2,1.8,2.09,1.72
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Keys M.,Shnaider D.,18,62,2342,1076,6,2,6,4,,,2,0,Completed,1.8,2,1.88,2.02,1.88,2.02,1.82,1.97
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Ostapenko J.,Siegemund L.,10,90,3493,795,7,6,6,4,,,2,0,Completed,1.3,3.5,1.4,3.25,1.4,3.53,1.35,3.16
15,Miami,Miami Open,3/21/24,WTA1000,Outdoor,Hard,2nd Round,3,Zheng Q.,Siniakova K.,7,42,4050,1352,4,6,6,3,1,0,1,1,Retired,1.44,2.75,1.56,2.58,1.56,2.77,1.48,2.61
15,Miami,Miami Open,3/22/24,WTA1000,Outdoor,Hard,2nd Round,3,Azarenka V.,Stearns P.,32,67,1591,1046,7,5,3,6,6,4,2,1,Completed,1.5,2.63,1.44,2.94,1.52,2.99,1.45,2.72
15,Miami,Miami Open,3/22/24,WTA1000,Outdoor,Hard,2nd Round,3,Rybakina E.,Tauson C.,4,91,5848,793,3,6,7,5,6,4,2,1,Completed,1.11,6.5,1.15,6.34,1.15,6.54,1.13,5.9
15,Miami,Miami Open,3/22/24,WTA1000,Outdoor,Hard,2nd Round,3,Wang Xin.,Kudermetova V.,43,19,1316,2305,6,3,6,2,,,2,0,Completed,2.2,1.67,2.05,1.85,2.25,1.85,2.11,1.72
15,Miami,Miami Open,3/22/24,WTA1000,Outdoor,Hard,2nd Round,3,Gauff C.,Podoroska N.,3,78,7150,919,6,1,6,2,,,2,0,Completed,1.08,8,1.08,9.73,1.09,9.73,1.07,8.06
15,Miami,Miami Open,3/22/24,WTA1000,Outdoor,Hard,2nd Round,3,Sabalenka A.,Badosa P.,2,80,8195,906,6,4,6,3,,,2,0,Completed,1.33,3.4,1.33,3.62,1.37,3.62,1.32,3.37
15,Miami,Miami Open,3/22/24,WTA1000,Outdoor,Hard,2nd Round,3,Alexandrova E.,Vekic D.,16,34,2475,1518,6,3,6,4,,,2,0,Completed,1.91,1.91,2.04,1.85,2.04,1.91,1.95,1.84
15,Miami,Miami Open,3/22/24,WTA1000,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Rogers S.,22,325,2091,208,6,2,6,1,,,2,0,Completed,1.22,4.33,1.22,4.75,1.23,4.98,1.2,4.49
15,Miami,Miami Open,3/22/24,WTA1000,Outdoor,Hard,2nd Round,3,Navarro E.,Hunter S.,20,122,2178,636,6,4,6,3,,,2,0,Completed,1.29,3.75,1.31,3.73,1.31,4.03,1.28,3.64
15,Miami,Miami Open,3/22/24,WTA1000,Outdoor,Hard,2nd Round,3,Dodin O.,Rus A.,84,57,849,1174,6,4,3,6,6,3,2,1,Completed,2.1,1.73,,,2.1,1.88,1.96,1.82
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Pegula J.,Zhu L.,5,63,5035,1072,6,4,4,1,,,1,0,Retired,1.2,4.5,1.24,4.47,1.24,4.75,1.21,4.33
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Fernandez L.A.,Arango E.,35,123,1490,635,6,4,6,2,,,2,0,Completed,1.22,4.33,1.25,4.36,1.27,4.5,1.23,4.08
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Paolini J.,Volynets K.,14,121,2810,637,7,6,7,5,,,2,0,Completed,1.5,2.63,1.5,2.76,1.5,2.76,1.47,2.63
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Collins D.,Potapova A.,53,29,1205,1707,6,2,6,2,,,2,0,Completed,1.53,2.5,1.57,2.55,1.6,2.55,1.56,2.41
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Kasatkina D.,Liu C.,11,114,3118,662,6,0,1,0,,,1,0,Retired,1.36,3.2,1.44,2.99,1.44,3.2,1.39,2.94
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Noskova L.,Timofeeva M.,31,99,1613,726,6,4,6,4,,,2,0,Completed,1.4,3,1.42,3.08,1.44,3.12,1.41,2.89
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Cirstea S.,Stephens S.,24,41,2018,1352,6,2,6,1,,,2,0,Completed,2,1.8,1.98,1.91,2.05,1.91,1.94,1.84
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Osaka N.,Svitolina E.,229,17,323,2397,6,2,7,6,,,2,0,Completed,1.91,1.91,1.91,1.98,1.92,1.98,1.88,1.92
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Swiatek I.,Giorgi C.,1,107,10715,691,6,1,6,1,,,2,0,Completed,1.03,15,1.03,17.61,1.05,17.61,1.02,12.76
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Garcia C.,Tomova V.,27,73,1865,969,6,1,5,2,,,1,0,Retired,1.44,2.75,1.46,2.91,1.46,2.91,1.43,2.77
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,2nd Round,3,Avanesyan E.,Jabeur O.,65,6,1059,4118,6,1,4,6,6,3,2,1,Completed,2.75,1.44,2.89,1.47,2.89,1.47,2.75,1.44
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,3rd Round,3,Azarenka V.,Zheng Q.,32,7,1591,4050,6,4,7,5,,,2,0,Completed,2.1,1.73,2.22,1.74,2.22,1.8,2.11,1.72
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,3rd Round,3,Sakkari M.,Yastremska D.,9,33,3825,1577,7,5,6,4,,,2,0,Completed,1.29,3.75,1.29,3.96,1.32,4.24,1.27,3.73
15,Miami,Miami Open,3/23/24,WTA1000,Outdoor,Hard,3rd Round,3,Keys M.,Wang Xin.,18,43,2342,1316,6,4,7,6,,,2,0,Completed,1.67,2.2,1.64,2.41,1.68,2.41,1.63,2.26
15,Miami,Miami Open,3/24/24,WTA1000,Outdoor,Hard,3rd Round,3,Rybakina E.,Townsend T.,4,72,5848,974,6,3,6,7,6,4,2,1,Completed,1.2,4.5,1.2,5.16,1.22,5.16,1.19,4.7
15,Miami,Miami Open,3/24/24,WTA1000,Outdoor,Hard,3rd Round,3,Kalinina A.,Sabalenka A.,36,2,1483,8195,6,4,1,6,6,1,2,1,Completed,7,1.1,8.32,1.11,8.32,1.13,6.95,1.1
15,Miami,Miami Open,3/24/24,WTA1000,Outdoor,Hard,3rd Round,3,Putintseva Y.,Minnen G.,68,79,1008,908,6,2,2,6,6,4,2,1,Completed,1.62,2.3,1.65,2.4,1.69,2.4,1.64,2.25
15,Miami,Miami Open,3/24/24,WTA1000,Outdoor,Hard,3rd Round,3,Kalinskaya A.,Ostapenko J.,25,10,1973,3493,6,3,6,1,,,2,0,Completed,1.91,1.91,1.89,2.02,1.91,2.06,1.86,1.94
15,Miami,Miami Open,3/24/24,WTA1000,Outdoor,Hard,3rd Round,3,Boulter K.,Haddad Maia B.,30,13,1690,2870,6,2,6,3,,,2,0,Completed,2,1.8,2.08,1.84,2.1,1.85,2.01,1.79
15,Miami,Miami Open,3/24/24,WTA1000,Outdoor,Hard,3rd Round,3,Cirstea S.,Kasatkina D.,24,11,2018,3118,7,5,6,2,,,2,0,Completed,2,1.8,2.06,1.85,2.14,1.88,2,1.8
